Time,LT,Pump_1 [L/m],Pump_2 [L/m],Voltage [V],Current [A],Input_current [A],E_h2_production [mL/0.1s],Power,Pref
06:39.5,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:39.6,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:39.7,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:39.8,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:39.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:40.0,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:40.1,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:40.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:40.3,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
06:40.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:40.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:40.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:40.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:40.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:40.9,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:41.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:41.1,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:41.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:41.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:41.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:41.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:41.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:41.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:41.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:41.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:42.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:42.1,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:42.2,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:42.3,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:42.4,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:42.5,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
06:42.6,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:42.7,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:42.8,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:42.9,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:43.0,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
06:43.1,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:43.2,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
06:43.3,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:43.4,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
06:43.5,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
06:43.6,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:43.7,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:43.8,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:43.9,0,0,1.7,11.57,26.1,25.3,0.85,301.977,292.721
06:44.0,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:44.1,0,0,1.7,11.55,26,25.4,0.85,300.3,293.37
06:44.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:44.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:44.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:44.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:44.6,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:44.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:44.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:44.9,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:45.0,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:45.1,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:45.2,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:45.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:45.4,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:45.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:45.6,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:45.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:45.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:45.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:46.0,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:46.1,0,0,1.7,11.57,26.2,25.3,0.86,303.134,292.721
06:46.2,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:46.3,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:46.4,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:46.5,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:46.6,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:46.7,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:46.8,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:46.9,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:47.0,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
06:47.1,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:47.2,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:47.3,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
06:47.4,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:47.5,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
06:47.6,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:47.7,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
06:47.8,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:47.9,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:48.0,0,0,1.7,11.55,26,25.3,0.85,300.3,292.215
06:48.1,0,0,1.7,11.53,26,25.4,0.85,299.78,292.862
06:48.2,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
06:48.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:48.4,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:48.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:48.6,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:48.7,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:48.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:48.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:49.0,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:49.1,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:49.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:49.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:49.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:49.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:49.6,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:49.7,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:49.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:49.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:50.0,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:50.1,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:50.2,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:50.3,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:50.4,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:50.5,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:50.6,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:50.7,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:50.8,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:50.9,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:51.0,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:51.1,0,0,1.7,11.58,26.4,25.5,0.86,305.712,295.29
06:51.2,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:51.3,0,0,1.7,11.58,26.4,25.5,0.86,305.712,295.29
06:51.4,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:51.5,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:51.6,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:51.7,0,0,1.7,11.58,26.4,25.5,0.86,305.712,295.29
06:51.8,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:51.9,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:52.0,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:52.1,0,0,1.7,11.57,26.4,25.4,0.86,305.448,293.878
06:52.2,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:52.3,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
06:52.4,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:52.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:52.6,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
06:52.7,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:52.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:52.9,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:53.0,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:53.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:53.2,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:53.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:53.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:53.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:53.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:53.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:53.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:53.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:54.0,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:54.1,0,0,1.7,11.57,26.2,25.6,0.86,303.134,296.192
06:54.2,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:54.3,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:54.4,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:54.5,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:54.6,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:54.7,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:54.8,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:54.9,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:55.0,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:55.1,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:55.2,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:55.3,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:55.4,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:55.5,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:55.6,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:55.7,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:55.8,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:55.9,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:56.0,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:56.1,0,0,1.7,11.58,26.4,25.4,0.86,305.712,294.132
06:56.2,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:56.3,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:56.4,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:56.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
06:56.6,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:56.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:56.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:56.9,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:57.0,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:57.1,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:57.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:57.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:57.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:57.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:57.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:57.7,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
06:57.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:57.9,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
06:58.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:58.1,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:58.2,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:58.3,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:58.4,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:58.5,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:58.6,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:58.7,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:58.8,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:58.9,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:59.0,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:59.1,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:59.2,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:59.3,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:59.4,0,0,1.7,11.58,26.4,25.5,0.86,305.712,295.29
06:59.5,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:59.6,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:59.7,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:59.8,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
06:59.9,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
07:00.0,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
07:00.1,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:00.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:00.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:00.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:00.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:00.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:00.7,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:00.8,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:00.9,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:01.0,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:01.1,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:01.2,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:01.3,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:01.4,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:01.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:01.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:01.7,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:01.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:01.9,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:02.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:02.1,0,0,1.7,11.55,26.2,25.7,0.86,302.61,296.835
07:02.2,0,0,1.7,11.57,26.4,25.7,0.86,305.448,297.349
07:02.3,0,0,1.7,11.58,26.4,25.7,0.86,305.712,297.606
07:02.4,0,0,1.7,11.59,26.4,25.7,0.86,305.976,297.863
07:02.5,0,0,1.7,11.59,26.4,25.7,0.86,305.976,297.863
07:02.6,0,0,1.7,11.59,26.4,25.7,0.86,305.976,297.863
07:02.7,0,0,1.7,11.58,26.5,25.7,0.86,306.87,297.606
07:02.8,0,0,1.7,11.58,26.5,25.7,0.86,306.87,297.606
07:02.9,0,0,1.7,11.58,26.5,25.7,0.86,306.87,297.606
07:03.0,0,0,1.7,11.58,26.4,25.7,0.86,305.712,297.606
07:03.1,0,0,1.7,11.58,26.5,25.7,0.86,306.87,297.606
07:03.2,0,0,1.7,11.58,26.5,25.7,0.86,306.87,297.606
07:03.3,0,0,1.7,11.59,26.5,25.7,0.86,307.135,297.863
07:03.4,0,0,1.7,11.58,26.5,25.7,0.86,306.87,297.606
07:03.5,0,0,1.7,11.59,26.5,25.7,0.86,307.135,297.863
07:03.6,0,0,1.7,11.58,26.4,25.7,0.86,305.712,297.606
07:03.7,0,0,1.7,11.58,26.5,25.7,0.86,306.87,297.606
07:03.8,0,0,1.7,11.59,26.4,25.7,0.86,305.976,297.863
07:03.9,0,0,1.7,11.59,26.5,25.7,0.86,307.135,297.863
07:04.0,0,0,1.7,11.59,26.5,25.7,0.86,307.135,297.863
07:04.1,0,0,1.7,11.58,26.4,25.4,0.86,305.712,294.132
07:04.2,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:04.3,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:04.4,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:04.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:04.6,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:04.7,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:04.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:04.9,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:05.0,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:05.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:05.2,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:05.3,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:05.4,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:05.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:05.6,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:05.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:05.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:05.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:06.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:06.1,0,0,1.7,11.55,26.1,25.1,0.85,301.455,289.905
07:06.2,0,0,1.7,11.53,26,25.1,0.85,299.78,289.403
07:06.3,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:06.4,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
07:06.5,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:06.6,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
07:06.7,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:06.8,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:06.9,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:07.0,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:07.1,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:07.2,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
07:07.3,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:07.4,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
07:07.5,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
07:07.6,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:07.7,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:07.8,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:07.9,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:08.0,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:08.1,0,0,1.7,11.52,25.9,25.4,0.85,298.368,292.608
07:08.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:08.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:08.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:08.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:08.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:08.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:08.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:08.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:09.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:09.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:09.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:09.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:09.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:09.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:09.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:09.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:09.8,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:09.9,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:10.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:10.1,0,0,1.7,11.55,26.2,25.2,0.86,302.61,291.06
07:10.2,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:10.3,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:10.4,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:10.5,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:10.6,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:10.7,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:10.8,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:10.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:11.0,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:11.1,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:11.2,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:11.3,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:11.4,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:11.5,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:11.6,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:11.7,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:11.8,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:11.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:12.0,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:12.1,0,0,1.7,11.55,26,25.4,0.85,300.3,293.37
07:12.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:12.3,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
07:12.4,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:12.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:12.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:12.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:12.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:12.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:13.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:13.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:13.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:13.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:13.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:13.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:13.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:13.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:13.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:13.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
07:14.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:14.1,0,0,1.7,11.55,26.1,25.2,0.85,301.455,291.06
07:14.2,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
07:14.3,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:14.4,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:14.5,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:14.6,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:14.7,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:14.8,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:14.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:15.0,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:15.1,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:15.2,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:15.3,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:15.4,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:15.5,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:15.6,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:15.7,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:15.8,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:15.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:16.0,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
07:16.1,0,0,1.7,11.53,25.9,25.4,0.85,298.627,292.862
07:16.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:16.3,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
07:16.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
